route_number,from_stop,to_stop,distance_km
23C,2482014616,310100943,6.190757676736765
23C,310100943,316244809,7.452769713057747
23C,316244809,2481989472,0.5997616079521068
23C,2481989472,303512414,6.6895243365243084
23C,303512414,3262996627,3.5633687898881385
23C,3262996627,313783576,1.4188046558972702
23C,313783576,384486247,9.337412993261372
23C,384486247,365983874,7.949488046120826
23C,365983874,249497696,3.5351388567563125
E18,9400398388,366083028,13.485425560870363
E18,366083028,9412787734,1.6757013285315028
M18C,9920647758,9676647822,9.932243374434389
M18C,9676647822,7433365963,7.31177772718398
M18C,7433365963,9417619440,6.23918519207412
M18C,9417619440,256039818,5.178632330641252
M18C,256039818,9417619441,4.92049774818453
M18C,9417619441,9417619442,0.0070794140703118145
M18C,9417619442,9412787734,6.5120099893982175
M18C,9412787734,9676647822,7.833788722852688
M18C,9676647822,9412787735,8.527283610444618
M18C,9412787735,9412787736,0.8248617119717365
M18C,9412787736,6497450229,0.6988690389527903
M18C,6497450229,9920647758,0.04446583443347928
266,3678928567,9400398388,21.101396664683982
266,9400398388,7053500327,20.45482643520701
266,7053500327,11195612554,0.004392556428212984
266,11195612554,11220607610,1.0574149729607685
266,11220607610,11195612556,0.012481716786460553
266,11195612556,11218122325,0.8668867597613443
266,11218122325,11195612555,0.006365229911574252
266,11195612555,11218122324,3.0857674767724883
266,11218122324,11195612550,0.002846680776311086
266,11195612550,9933687788,0.7997006641763752
266,9933687788,11195612551,0.004223096122165637
266,11195612551,11218122323,0.5224600450840884
266,11218122323,11195612552,0.00855242501509652
266,11195612552,11218122322,0.4853517330999053
266,11218122322,11195612553,0.004921809712709539
266,11195612553,11218122321,2.3448902636083444
266,11218122321,11195612549,0.004465033044445983
266,11195612549,11218122320,0.8054715110101679
266,11218122320,11195612548,0.003552463963268978
266,11195612548,11218122319,0.9627655369051848
266,11218122319,11195612547,0.004626711494573188
266,11195612547,11218122318,0.4743204967050977
266,11218122318,11195612546,0.004434435305459522
266,11195612546,11218122316,1.0756754381983489
266,11218122316,11195612544,0.0046148574736580815
266,11195612544,11218122317,0.4003236426313434
266,11218122317,11195612545,0.004261073955625967
266,11195612545,11218122315,1.061059225535421
266,11218122315,11195612543,0.0037414348058734644
266,11195612543,7799977292,0.47408658132577486
266,7799977292,11195612542,0.0032864618050954092
266,11195612542,11218122313,0.3102984765609893
266,11218122313,11195612541,0.0037671700699804175
266,11195612541,11218122312,0.3655123007081769
266,11218122312,11195612540,0.0027343093013128972
266,11195612540,11218122311,0.3627103094523536
266,11218122311,11195612539,0.0034290841379997113
266,11195612539,9400398392,11.788608873267044
266,9400398392,9400398391,0.007167783870616116
11%20%G,11220909946,308317064,0.6721146834211393
11%20%G,308317064,1024562407,0.02575309263427216
11%20%G,1024562407,1024560151,0.2789005397994881
11%20%G,1024560151,10187877326,9.89279646671497
11%20%G,10187877326,1955951295,9.41386860380671
11%20%G,1955951295,9894539908,2.7464560350127223
11%20%G,9894539908,3725571283,0.12971084492306484
11%20%G,3725571283,306551395,0.5868499513358323
11%20%G,306551395,308301022,0.7074702197644736
11%20%G,308301022,316244810,1.3956622269438501
11%20%G,316244810,309185827,0.45120904596210093
11%20%G,309185827,7155445050,0.006039579871436369
11%20%G,7155445050,9920370158,0.22534414331011113
11%20%G,9920370158,309185812,0.37266405668449076
11%20%G,309185812,2482072922,2.0632054822739243
11G,7412932325,9504474774,1.5593968070996054
11G,9504474774,2482072921,0.010823348093842075
11G,2482072921,11220909947,8.894702045251757
11G,11220909947,9504474775,9.317723309145915
11G,9504474775,2482072870,0.009189768332970952
11G,2482072870,9504474773,1.3416567672224513
11G,9504474773,309062093,0.013004650034335166
11G,309062093,5356742026,2.811410422225653
11G,5356742026,1024558013,5.154615235754137
11G,1024558013,301736187,3.992307974824781
11G,301736187,1955951303,3.497444596714835
11G,1955951303,1024570438,0.8670225607768617
11G,1024570438,365279752,4.574503174932964
11G,365279752,2482014616,1.825011902983487
11G,2482014616,3724408109,4.297331190034668
11G,3724408109,9504474776,8.022414776768422
11G,9504474776,4417314190,7.5841042172018724
11G,4417314190,316244809,5.230559969651689
11G,316244809,2482072878,0.5350351472042137
11G,2482072878,4407799419,3.742850567880629
11G,4407799419,1952555473,2.408114286352211
11G,1952555473,571352244,2.680583448396322
S13,278744710,10120161717,0.005903036160260885
S13,10120161717,9402008106,0.5615100651567968
S13,9402008106,8601096138,0.01700295594566257
S13,8601096138,11949343662,0.8500839488340327
S13,11949343662,9417619444,2.196924923535161
S13,9417619444,401769773,0.0024501714881127947
S13,401769773,11949359786,0.31981422462517006
S13,11949359786,299882966,1.2164679438829102
S13,299882966,11949365493,0.92279280713239
S13,11949365493,11949388470,0.691556829042006
S13,11949388470,11949365490,0.46644937595309477
S13,11949365490,11949365488,0.3041328194712948
S13,11949365488,11949365488,0.0
S13,11949365488,11949365490,0.3041328194712948
S13,11949365490,11949365493,0.22742803802623707
S13,11949365493,11949388470,0.691556829042006
S13,11949388470,299882966,0.2538361503123476
S13,299882966,11949359786,1.2164679438829102
S13,11949359786,401769773,0.31981422462517006
S13,401769773,9417619444,0.0024501714881127947
S13,9417619444,8601096138,2.9394458000875816
S13,8601096138,11949343662,0.8500839488340327
S13,11949343662,278744710,0.8833258451372595
S13,278744710,10120161717,0.005903036160260885
114,4739613829,11953087612,12.999121209402816
114,11953087612,577362217,13.595279717943491
114,577362217,5320093328,1.6676454976678134
114,5320093328,11953087605,10.661218638111656
114,11953087605,11953087604,1.0046716606713308
114,11953087604,6518463385,8.8336471094827
114,6518463385,11953087602,8.292936038720951
114,11953087602,11953087593,0.8178289029352616
114,11953087593,10291068732,6.307803941025303
114,10291068732,11953087589,5.917542800081754
114,11953087589,5624538882,3.9286838117320273
114,5624538882,11953087587,3.6012165019786027
114,11953087587,11915150828,2.981884372530378
114,11915150828,11953087580,0.5159199559861067
114,11953087580,11953087585,1.5571829202385317
114,11953087585,11953087582,0.7190464926561293
114,11953087582,11953087584,0.6797213317091808
114,11953087584,11953087581,1.5169269978470254
114,11953087581,11953087586,2.53641270240671
114,11953087586,11915150829,2.9470033688731774
114,11915150829,11953087588,3.324502915842759
114,11953087588,1109183357,3.6964717335182113
114,1109183357,11930865099,4.156643964289362
114,11930865099,11915150830,4.4781115686189645
114,11915150830,11953087601,5.141972732263457
114,11953087601,11953087603,0.7582275745963701
114,11953087603,10291068733,7.623173254711749
114,10291068733,11953087606,8.493687737398195
114,11953087606,10291068731,9.289707747898419
114,10291068731,12147208813,9.947904056628138
114,12147208813,5400381038,11.381172402387033
114,5400381038,11953087611,12.007676608087285
114,11953087611,5400380933,12.920542693306441
114,5400380933,577362217,0.792073418598058
S43,12188084884,12188084882,0.6218834296584177
S43,12188084882,12188084880,0.5416431316702621
S43,12188084880,12188084879,0.6115535149195678
S43,12188084879,1109183357,0.2768555939056453
S43,1109183357,12155348708,0.900198316555948
S43,12155348708,12155348710,1.0372141637140408
S43,12155348710,12202926833,1.8563280413063346
S43,12202926833,12202926834,0.19743453049653212
S43,12202926834,12202926835,0.2255695290347034
S43,12202926835,12202926836,0.47724233727672755
S43,12202926836,12202926837,0.7431351559555684
